NOME_PRODUTO,DESCRIÇÃO
NAPROFLEN,ANTINFLAMATORIOS
NAPRONAX,ANTINFLAMATORIOS ANTIREUMATICOS
NAPROSYN,ANTINFLAMATORIOS
NAPROX,ANTINFLAMATORIOS ANTIREUMATICOS
NAPROXENO,ANTINFLAMATORIOS
NAPROXENO,ANTINFLAMATORIOS ANTIREUMATICOS
NAPROXENO SODICO,ANTINFLAMATORIOS ANTIREUMATICOS
NAPROXENO SÓDICO,ANTINFLAMATORIOS ANTIREUMATICOS
NARAMIG,ANALGESICOS CONTRA ENXAQUECA
NARANETY,ANALGESICOS CONTRA ENXAQUECA
NARATANO,ANALGESICOS CONTRA ENXAQUECA
NARATRIN,ANALGESICOS CONTRA ENXAQUECA
NARCAN,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
NARCARICINA,ANTIGOTOSOS
NARCEF,ANALGESICOS CONTRA ENXAQUECA
NARI-ZIMA,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL
NARIDEX,DESCONGESTIONANTES NASAIS TOPICOS
NARIDRIN,DESCONGESTIONANTES NASAIS TOPICOS
NARIDRIN BEBÊ,DESCONGESTIONANTES NASAIS TOPICOS
NARIDRIN H,DESCONGESTIONANTES NASAIS TOPICOS
NARIFLUX,DESCONGESTIONANTES NASAIS TOPICOS
NARINEF,DESCONGESTIONANTES NASAIS TOPICOS
NARISEC,DESCONGESTIONANTES NASAIS SISTEMICOS
NARIX,DESCONGESTIONANTES NASAIS TOPICOS
NARIX INFANTIL,DESCONGESTIONANTES NASAIS TOPICOS
NAROPIN,ANESTESICOS LOCAIS
NASACORT,GLICOCORTICOIDES SISTEMICOS
NASALFLUX,DESCONGESTIONANTES NASAIS TOPICOS
NASALFREE,DESCONGESTIONANTES NASAIS TOPICOS
NASALIV,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
NASITRIN,DESCONGESTIONANTES NASAIS TOPICOS
NASIVIN,DESCONGESTIONANTES NASAIS TOPICOS
NASO - HELL,PRODUTOS HOMEOPATICOS
NASO JOSP,DESCONGESTIONANTES NASAIS TOPICOS
NASOCLEAN,DESCONGESTIONANTES NASAIS TOPICOS
NASOFAR AD,DESCONGESTIONANTES NASAIS TOPICOS
NASOFELIN,DESCONGESTIONANTES NASAIS TOPICOS
NASOFIL,DESCONGESTIONANTES NASAIS TOPICOS
NASOFLUID,DESCONGESTIONANTES NASAIS TOPICOS
NASOGRIP,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
NASOJET,PRODUTO PARA O APARELHO RESPIRATORIO
NASOJET 3H,
NASOLIN SORO,DESCONGESTIONANTES NASAIS TOPICOS
NASOMIL,DESCONGESTIONANTES NASAIS TOPICOS
NASON,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
NASONEX,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA
NASONEX®,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA
NASOPAN,DESCONGESTIONANTES NASAIS TOPICOS
NASORUB,UNGUENTOS PERCUTANEOS E INALANTES
NASOVITA,DESCONGESTIONANTES NASAIS TOPICOS
NASTERID,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
NATALINS COM FLUOR,POLIVITAMINICOS COM MINERAIS
NATALINS FOLICO,POLIVITAMINICOS COM MINERAIS
NATECAL,OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
NATECAL D,PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
NATEGLINIDA,ANTIDIABETICOS
NATELE,POLIVITAMINICOS COM MINERAIS
NATIFA,ESTROGENOS SIMPLES
NATIFA PRO,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
NATIFA PRO UBD,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
NATIVIT,POLIVITAMINICOS COM MINERAIS
NATRECOR,VASODILATADORES
NATRILIX,DIURETICOS SIMPLES
NATUBABY,MEDICAMENTOS DINAMIZADOS COMPOSTOS
NATUBILOBA,FITOTERAPICO SIMPLES
NATUCOMB,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
NATUGÓRICO,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS + FITOTERAPICO SIMPLES
NATULAXE,FITOTERAPICO SIMPLES + LAXANTES IRRITANTES OU ESTIMULANTES
NATURAL E-400,VITAMINAS E SUPLEMENTOS MINERAIS
NATURAL SUPER C 500 MG PLUS ACEROLA,VITAMINAS
NATURAL WEALTH BETA CAROTENO,VITAMINAS E SUPLEMENTOS MINERAIS
NATURAL WEALTH PARA O CABELO,VITAMINAS E SUPLEMENTOS MINERAIS
NATURAL WEALTH TIMED RELEASE B COMPLEX C,VITAMINAS E SUPLEMENTOS MINERAIS
NATURAL WEALTH VIT C + ROSE HIPS,VITAMINAS E SUPLEMENTOS MINERAIS
NATURE MADE VITAMINA C 1000 G,VITAMINAS E SUPLEMENTOS MINERAIS
NATURE MADE VITAMINA E,VITAMINAS
NATURETTI,FITOTERAPICO COMPOSTO + LAXANTES
NATUS GERIN,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
NATUSCILIN,CEFALOSPORINAS
NATUZILIUM,FITOTERAPICO SIMPLES
NAUDAN ODT,ANTIEMETICOS E ANTINAUSEANTES
NAUFEN,ANALGESICOS NARCOTICOS
NAUMETRON,ANTIEMETICOS E ANTINAUSEANTES
NAUSEDRINATO,ANTIEMETICOS E ANTINAUSEANTES
NAUSEDRON,ANTIEMETICOS E ANTINAUSEANTES
NAUSICALM B6,ANTIEMETICOS E ANTINAUSEANTES
NAUSILON B6,ANTIEMETICOS E ANTINAUSEANTES
NAUSYN,MEDICAMENTOS DINAMIZADOS COMPOSTOS
NAUTEX,ANTIEMETICOS E ANTINAUSEANTES
NAUTRODAX INJ,ANTIEMETICOS E ANTINAUSEANTES
NAVELBINE,ANTINEOPLASICOS CITOTOXICOS
NAVOBAN,ANTIEMETICOS E ANTINAUSEANTES
NAVOTRAX,ANTICONVULSIVANTES
NAXIZIN,ANTI-HISTAMINICOS SISTEMICOS
NAXOGIN,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
NAXOGIN COMPOSTO,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
NAXOGIN COMPOSTO,PRODUTO PARA TRATAMENTO DA TRICOMONIASE
NAXOTEC,ANTINFLAMATORIOS
NAXTRI,ANTINFLAMATORIOS
NAXXAGRAN,ANTIPARASITARIOS
NAZOBIO,DESCONGESTIONANTES NASAIS TOPICOS
NAZORINE ADULTO,DESCONGESTIONANTES NASAIS TOPICOS
NAZOSIL,DESCONGESTIONANTES NASAIS TOPICOS
NEBA-SEPT,ANTISSEPTICO
NEBACETIN,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEBACIDERME,ANTINFECCIOSOS TOPICOS
NEBACIDERME,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEBACIMED,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEBACRYSAN,ANTINFECCIOSOS TOPICOS
NEBACTRINA,ANTINFECCIOSOS TOPICOS
NEBIDO,ANDROGENOS SIMPLES
NEBILET,ANTI-HIPERTENSIVOS
NEBIPRE,ANTI-HIPERTENSIVOS
NEBITAH,ANTI-HIPERTENSIVOS
NEBLOCK,ANTI-HIPERTENSIVOS
NEBUDRAT,ANTI-HIPERTENSIVOS
NECAMIN,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
NECRO B 6,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
NECTAR&AGRIÃO,ANTITUSSIGENOS
NEDAX,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
NEFAZODONA,ANTIDEPRESSIVOS
NEFIVIR,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEFROSOL- CPHD-FRAÇÃO ÁCIDA,PRODUTOS PARA HEMODIALISE
NEFROSOL-- CPHD-FRAÇÃO BÁSICA,PRODUTOS PARA HEMODIALISE
NELFINAVIR,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NELFINAVIR (PORT 344/98 LISTA C4),ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NELFINAX,ANTIVIROTICOS
NELFIX,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NELVIX,ANTIVIROTICOS
NEMICINA,ANTIBIOTICOS SISTEMICOS SIMPLES
NEMODINE,ANTI-HIPERTENSIVOS SIMPLES
NEMOXIL,ANTIBIOTICOS SISTEMICOS SIMPLES
NENE DENT N,PRODUTOS ODONTOLOGICOS
NEO - AMITRIPTILIN,ANTIDEPRESSIVOS
NEO - CORT,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
NEO -TUSSIL,ANTITUSSIGENOS SIMPLES
NEO AMITRIPTILIN,ANTIDEPRESSIVOS
NEO AMPICILIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO BENDAZOL,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
NEO CEBETIL COMPLEXO,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
NEO CEFIX,CEFALOSPORINAS
NEO CEFOX,ANTINFECCIOSOS
NEO CLODIL,ANTI-HIPERTENSIVOS
NEO CLOTRIMAZYL,ANTIMICOTICO
NEO DECAPEPTYL,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
NEO DIGOXIN,GLICOSIDEOS CARDIACOS
NEO DIMETICON,ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES
NEO ERITROMICIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO FARMATOX,HEPATOPROTETORES E LIPOTROPICOS
NEO FEDIPINA,ANTIANGINOSOS E VASODILATADORES
NEO FENICOL,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO FENICOL,MEDICAMENTOS COM ACAO NO APARELHO VISUAL
NEO FLUOXETIN,ANTIDEPRESSIVOS
NEO FOLICO,ANTIANEMICOS
NEO FRESH,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
NEO FÓLICO,ANTIANEMICOS
NEO GASTROSAN,ENZIMAS DIGESTIVAS
NEO GENTAMICIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO HALOP,NEUROLEPTICOS
NEO HIDROCLOR,DIURETICOS
NEO ISOCADEN,ANTIMICOTICO
NEO ITRAX,ANTIMICOTICOS SISTEMICOS
NEO LEVOMEP,NEUROPSICOESTIMULANTES
NEO LINCO,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO LORATADIN,ANTI-HISTAMINICOS SISTEMICOS
NEO METFORMIN,ANTIDIABETICOS
NEO MISTATIN,ANTIMICOTICO + PRODUTO PARA TRATAMENTO DA TRICOMONIASE
NEO MISTATIN,ANTIMICOTICO
NEO MOXILIN,PENICILINA DE AMPLO ESPECTRO
NEO NASAL,DESCONGESTIONANTES NASAIS TOPICOS
NEO REPAR,ANTIVARICOSOS DE ACAO SISTEMICA
NEO TABS,OUTRAS ASSOCIACOES DE QUIMIOTERAPICOS ANTINFECCIOSOS
NEO TIONAZOL,ANTIMICOTICOS PARA USO TOPICO
NEO ZINC,NUTRIENTES PARENTERAIS
NEO-DOXICILIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEO-RINACTIVE,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
NEO-SINEFRINA,DESCONGESTIONANTES NASAIS TOPICOS
NEO-ZINCTRACE,NUTRIENTES PARENTERAIS
NEOBAC,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOBACEN,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
NEOBACINA,CICATRIZANTES
NEOBATRIN,ANTINFECCIOSOS TOPICOS
NEOBUTAMINA,HIPERTENSOR
NEOCAINA,ANESTESICOS LOCAIS
NEOCAINA PESADA,ANESTESICOS LOCAIS
NEOCAL D,VITAMINAS E SUPLEMENTOS MINERAIS
NEOCARBON,PRODUTOS NATURAIS ASSOCIADOS
NEOCAÍNA COM VASOCONSTRITOR,ANESTESICOS LOCAIS
NEOCEFADRIL,ANTINFECCIOSOS
NEOCEFLEX,CEFALOSPORINAS
NEOCEFTRIONA,ANTINFECCIOSOS
NEOCEP (ETANERCEPTE),ANTINFLAMATORIOS
NEOCETHEO,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOCETRIN,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOCINA,ANTIBIOTICOS SISTEMICOS SIMPLES
NEOCITEC,ANTINEOPLASICOS CITOTOXICOS
NEOCLAVOX,ANTIBIOTICOS SISTEMICOS SIMPLES
NEOCLOST,CERATOLITICOS E CERATOPLASTICOS
NEOCOFLAN,ANTINFLAMATORIOS
NEOCOPAN,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
NEOCOPAN COMPOSTO,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
NEOCORTIN,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES
NEOCULAR,ANTINFLAMATORIOS
NEODAZOL,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
NEODERM,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEODERME,ANTINFECCIOSOS TOPICOS
NEODERMICINA,ANTINFECCIOSOS TOPICOS
NEODEX,ANTINFECCIOSOS
NEODEX N,ANTINFECCIOSOS
NEODIA,ANTICONCEPCIONAIS
NEODRIN,ANTIEMETICOS E ANTINAUSEANTES
NEODRONEX,GLICOCORTICOIDES SISTEMICOS
NEODRONEX N,ANTINFECCIOSOS
NEODROX GEL,ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
NEOFEDRIN,ANTI-HISTAMINICOS SISTEMICOS
NEOFILIN,BRONCODILATADORES
NEOFLOXIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEOGECIM,ANTINFECCIOSOS TOPICOS
NEOGEDRAT,
NEOLAPRIL,ANTI-HIPERTENSIVOS
NEOLASIL,ANTIEMETICOS E ANTINAUSEANTES
NEOLEFRIN,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
NEOLEFRIN BABY,ANALGESICOS NAO NARCOTICOS
NEOLEFRIN DIA,ANALGESICOS NAO NARCOTICOS
NEOLEND,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
NEOLIDONA,DIURETICOS
NEOLITIUM,ANTIDEPRESSIVOS
NEOLON  D,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
NEOLON D,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
NEOM,AMINOGLICOSIDEOS
NEOMEBEND,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
NEOMED,ANTINFECCIOSOS TOPICOS
NEOMESART HCT,ANTI-HIPERTENSIVOS
NEOMETRODAZOL,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
NEOMICIN,ANTIBIOTICOS SISTEMICOS SIMPLES + ANTINFLAMATORIOS ANTIREUMATICOS
NEOMICINA + BACITRACINA,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOMICINA + BACITRACINA,OUTROS ANTIBIOTICOS NAO CLASSIFICADOS NOS GRUPOS ANTERIORES
NEOMICINA + BACITRACINA,ANTINFECCIOSOS TOPICOS
NEOMICINA + FLUOCINOLONA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
NEOMICINA - BRAS,ANTINFECCIOSOS TOPICOS
NEOMICINA E BACITRACINA,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOMICON,ANTINFECCIOSOS
NEOMINA,ANTIBIOTICOS SISTEMICOS SIMPLES
NEONAZOL,DESCONGESTIONANTES NASAIS TOPICOS
NEONID,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
NEOPAMIL,ANTIANGINOSOS E VASODILATADORES
NEOPANTOL,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
NEOPERIDIL,NEUROLEPTICOS
NEOPIRIDIN,PRODUTOS PARA OROFARINGE
NEOPLASTIN,ANTINEOPLASICO
NEOPLATINE,ANTINEOPLASICOS CITOTOXICOS
NEOPLEXUS,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
NEOPOSÍDEO,ANTINEOPLASICOS CITOTOXICOS
NEOPRAZOL,ANTIULCEROSOS
NEOPRESS,ANTI-HIPERTENSIVOS
NEOPRESS H,ANTI-HIPERTENSIVOS
NEOPROFEN,ANALGESICOS NAO NARCOTICOS
NEOPROFEN,ANTINFLAMATORIOS
NEOPROXIC,OCITOCICOS HORMONAIS
NEORINO,DESCONGESTIONANTES NASAIS TOPICOS
NEOSAC,ANTIULCEROSOS
NEOSALDINA,ANALGESICOS NAO NARCOTICOS
NEOSALDINA DIP,ANALGESICOS NAO NARCOTICOS
NEOSALDOR,ANALGESICOS
NEOSARTAN,ANTI-HIPERTENSIVOS SIMPLES
NEOSEMID,DIURETICOS
NEOSEMID,DIURETICOS SIMPLES
NEOSETRON,ANTIEMETICOS E ANTINAUSEANTES
NEOSORO,DESCONGESTIONANTES NASAIS TOPICOS
NEOSORO H,DESCONGESTIONANTES NASAIS TOPICOS
NEOSORO INFANTIL,DESCONGESTIONANTES NASAIS TOPICOS
NEOSSOLVAN,EXPECTORANTES BALSAMICOS E MUCOLITICO
NEOSTATIN,ANTIMICOTICOS SISTEMICOS
NEOSTIGMIN,ANTIMIASTENICOS E DESCURARIZANTES
NEOSTIGMINE,RELAXANTES MUSCULARES CENTRAIS SIMPLES
NEOSULIDA,ANTINFLAMATORIOS
NEOSULIN L,ANTIDIABETICOS
NEOSULIN N,ANTIDIABETICOS
NEOSULIN REGULAR,ANTIDIABETICOS
NEOTAFLAN,ANTINFLAMATORIOS
NEOTAREN,ANTINFLAMATORIOS ANTIREUMATICOS
NEOTAXEL,ANTINEOPLASICO
NEOTENOL,AGENTES BETABLOQUEADORES
NEOTIAPIM,ANTIPSICOTICOS
NEOTIGASON,CERATOLITICOS E CERATOPLASTICOS
NEOTONAVIR,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEOTOP,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOTOSS,ANTITUSSIGENOS
NEOTRAMOL,ANALGESICOS NARCOTICOS
NEOTREXAL,ANTINEOPLASICO
NEOTRICIN,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
NEOTRIN,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
NEOTRIN BALSÂMICO,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
NEOVANGY MR,ANTIANGINOSOS E VASODILATADORES
NEOVERMIN,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
NEOVERPAMIL,ANTI-HIPERTENSIVOS
NEOVLAR,ANTICONCEPCIONAIS
NEOXANE,ANTIBIOTICOS ANTINEOPLASICOS
NEOZIMINA,HANSENOSTATICOS
NEOZINE,NEUROLEPTICOS
NEOZOL,ANTIULCEROSOS
NEOZOLAM,ANSIOLITICOS SIMPLES
NEPECEF,CEFALOSPORINAS
NEPEXTO,ANTINFLAMATORIOS
NEPEZIL,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
NEPHROTECT,NUTRIENTES PARENTERAIS
NEPIL,ANTICONVULSIVANTES
NEPODEX,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
NEPRAZOL,ANTIULCEROSOS
NEPRESOL,ANTI-HIPERTENSIVOS SIMPLES
NERALGYN,ANALGESICOS NAO NARCOTICOS
NERISONA,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
NERIZINA,VASODILATADORES
NERLYNX,AGENTES ANTINEOPLÁSICOS
NEROLOM,POLIVITAMINICOS COM MINERAIS
NERVAMIN,MONOVITAMINAS EXCETO VITAMINA K
NERVEN,MONOVITAMINAS EXCETO VITAMINA K
NERVITON,FITOTERAPICOS ASSOCIADOS
NERVOCALM,MEDICAMENTOS DINAMIZADOS COMPOSTOS
NERVOHEEL,ASSOCIACAO HOMEOPATICAS
NERVOHEEL N,MEDICAMENTOS DINAMIZADOS COMPOSTOS
NERVOMED,ASSOCIACAO HOMEOPATICAS
NESH CÁLCIO,OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
NESH FERRO,ANTIANEMICOS SIMPLES
NESH FÓLICO,ANTIANEMICOS
NESH ZINCO,OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
NESINA,ANTIDIABETICOS
NESINA PIO,ANTIDIABETICOS
NESTRA,ANTICONCEPCIONAIS
NETACIL,PENICILINA G E DERIVADOS (BENZILPENICILINAS)
NETICINA,AMINOGLICOSIDEOS
NEUGABA,ANTICONVULSIVANTES
NEUGRAST,ANTINEOPLASICO
NEULASTIM,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
NEULEPTIL,NEUROLEPTICOS
NEULOX,ANTIDEPRESSIVOS
NEUMEGA,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
NEUMOSIN,ANTIBIOTICOS SISTEMICOS SIMPLES
NEUPINE,ANTIPSICOTICOS
NEUPRO,ANTIPARKINSONIANOS
NEURAL,ANTICONVULSIVANTES
NEUREXAN,MEDICAMENTOS DINAMIZADOS COMPOSTOS
NEURI - B6,MONOVITAMINAS EXCETO VITAMINA K
NEURILAN,ANSIOLITICOS SIMPLES
NEURIUM,ANTICONVULSIVANTES
NEURIVIT,MONOVITAMINAS EXCETO VITAMINA K
NEUROCONTROL,ANTICONVULSIVANTES
NEUROFORTAN,POLIVITAMINICOS COM MINERAIS
NEUROLIL,HIPNOTICOS
NEUROLITHIUM,ANTIDEPRESSIVOS
NEURON,VASODILATADORES CEREBRAIS
NEURONTIN,ANTICONVULSIVANTES
NEUROPRAM,ANTIDEPRESSIVOS
NEUROQUEL,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
NEUROTRYPT,ANTIDEPRESSIVOS
NEUROTÔNICO,POLIVITAMINICOS COM MINERAIS
NEUTOSS,BRONCODILATADORES
NEUTRAFORTE,ANTIACIDOS E ANTIULCEROSOS
NEUTRAR,CERATOLITICOS E CERATOPLASTICOS
NEUTROCAL,PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
NEUTROCAL D,OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
NEUTROFER,ANTIANEMICOS
NEUTROFER  FÓLICO,ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
NEUTROGERM,ANTISSEPTICO
NEVANAC,ANTINFLAMATORIOS
NEVIMUNE,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEVIRAL,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEVIRAPINA,ANTIVIROTICOS
NEVIRAPINA (PORT 344/98 L-C4),ANTIVIROTICOS
NEVIRAPINA (PORT 344/98 LISTA C4),ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEVIRAPINA (PORT Nº 344/98 - LISTA C4),ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEVIRAPINA (PORT. 344/98 L- C4),ANTIVIROTICOS
NEVIRAX,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
NEVORIN,FITOTERAPICO SIMPLES
NEVRALDOR,ANALGESICOS NAO NARCOTICOS
NEVRALGEX,RELAXANTES MUSCULARES CENTRAIS SIMPLES
NEVRALGINA,ANALGESICOS NAO NARCOTICOS
NEVRIX,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
NEVRIX IM,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
NEVROL,RUBEFACIENTES
NEW LIFE PROFESSIONAL SUNDOW,POLIVITAMINICOS COM MINERAIS
NEWCET,ANESTESICOS GERAIS INJETAVEIS
NEXAVAR,ANTINEOPLASICO
NEXCARE,ANTISSEPTICO
NEXFLEN,ANTINFLAMATORIOS
NEXIMEZ,ANTIULCEROSOS
NEXIPRAM,ANTIDEPRESSIVOS
NEXIUM,ANTIULCEROSOS
NEXIUM IV,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
NEXOPRAX,ANTINFLAMATORIOS
NEXPRAZIN,ANTIULCEROSOS
NEXT,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
NEXVEP,ANTINEOPLASICOS CITOTOXICOS
NEXVIAZYME,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
NIAR,ANTIPARKINSONIANOS
NIASPAN,ANTILIPEMICOS
NIBISNU,NITROSUREIAS ALQUILANTES
NICE,DILUENTES E VEICULOS DE MEDICAMENTOS
NICLETS,ANTITABAGICO
NICOGIN,PRODUTOS GINECOLOGICOS TOPICOS
NICOPAVERINA,VASODILATADORES
NICOPAVERINA B6,VASODILATADORES
NICORD,ANTI-HIPERTENSIVOS SIMPLES
NICORETTE,ANTITABAGICO
NICOSTAN,ANTIMICOTICO
NICOSTAT,ANTIMICOTICO
NICOSULFAN,ANTIMALARICOS
NICOTINAMIDA + ASSOCIAÇÕES,POLIVITAMINICOS SEM MINERAIS
NICOTINAMINA ASSOCIADO,POLIVITAMINICOS SEM MINERAIS
NICOTINELL,ANTITABAGICO
NIDAZOFARMA,ANTIPARASITARIOS
NIDAZOL G,PRODUTOS GINECOLOGICOS TOPICOS
NIDAZOLIN,ANTIMICOTICO
NIDHI,ANTINEOPLASICO
NIDUE,ANTINFLAMATORIOS
NIENZA,ANTI-HIPERTENSIVOS
NIFE-BRAS,ANTIANGINOSOS E VASODILATADORES
NIFECLIM,ANTIANGINOSOS E VASODILATADORES
NIFEDAX,ANTIANGINOSOS E VASODILATADORES
NIFEDIPAN,OUTROS ANTIANGINOSOS
NIFEDIPINA,ANTIANGINOSOS E VASODILATADORES
NIFEDIPINA,ANTI-HIPERTENSIVOS
NIFEDIPINO,ANTIANGINOSOS E VASODILATADORES
NIFEDIPINO,ANTI-HIPERTENSIVOS
NIFEDIPRESS,ANTIANGINOSOS E VASODILATADORES
NIFEHEXAL,ANTI-HIPERTENSIVOS
NIFELAT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
NIFEMAX,ANTIANGINOSOS E VASODILATADORES
NIFLAG,ANTINFLAMATORIOS
NIGLIN,ANTIDIABETICOS
NIILIS,OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
NIKI,ANTICONCEPCIONAIS
NIKKHO-VAC,ALERGENOS
NILAFEN,ANALGESICOS NARCOTICOS
NILCLAMIDA,ANTIDIABETICOS
NILIVE,ANTINFLAMATORIOS
NILPERIDOL,ANALGESICOS NARCOTICOS
NILVADIPINA,ANTILIPEMICOS
NIMALGEX,ANTINFLAMATORIOS
NIMBIUM,BLOQUEADOR NEUROMUSCULAR
NIMEGON,HIPOGLICEMIANTE ORAL
NIMEGON MET,ANTIDIABETICOS
NIMELIT,ANTINFLAMATORIOS
NIMENRIX,VACINAS
NIMENSULIDA,ANTINFLAMATORIOS
NIMESILAM,ANTINFLAMATORIOS
